reference,country_name,hdi_category,indicator_name,values
,Bulgaria,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.4
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Tonga,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Oman,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.6
,Romania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.9
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Panama,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,23.9
,Malaysia,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,12.4
,Belarus,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.5
,Mauritius,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,3.8
,Russian Federation,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.6
,Albania,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.8
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.5
,Brazil,HIGH HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,21.8
,Dominica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,16.0
,Colombia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,25.3
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.1
,Samoa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,14.3
,Belize,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,China,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,12.2
,Grenada,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.3
,Suriname,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.9
,Peru,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,15.2
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,17.3
,Philippines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.3
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.9
,Fiji,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.7
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,25.7
,Georgia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.3
,Guyana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.0
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.9
,Maldives,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.8
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,20.9
,Algeria,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.1
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.9
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.2
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.7
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.8
,Moldova,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.3
,Egypt,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.1
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.2
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.4
,Honduras,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,17.2
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.4
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,42.3
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,20.3
,Gabon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,17.9
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.2
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,20.4
,Namibia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,56.1
,Morocco,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.2
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,India,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.4
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.3
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.4
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.3
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.4
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,44.2
,Congo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,4.9
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,13.0
,Nepal,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.1
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,11.0
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.1
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,12.6
,Haiti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,26.6
,Sudan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Kenya,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,8.2
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,12.0
,Togo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.6
,Uganda,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.2
,Gambia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,11.2
,Senegal,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,7.4
,Eritrea,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Nigeria,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.7
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,5.8
,Guinea,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.6
,Rwanda,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,9.9
,Angola,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,..
,Benin,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.0
,Malawi,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,6.7
,Zambia,LOW HUMAN DEVELOPMENT,Inequality measures Richest 20% to poorest 20%,15.3
,Côte d'Ivoire,,Inequality measures Richest 20% to poorest 20%,9.7
,Burundi,,Inequality measures Richest 20% to poorest 20%,9.5
,Congo (Democratic Republic of the),,Inequality measures Richest 20% to poorest 20%,..
,Ethiopia,,Inequality measures Richest 20% to poorest 20%,4.3
,Chad,,Inequality measures Richest 20% to poorest 20%,..
,Central African Republic,,Inequality measures Richest 20% to poorest 20%,32.7
,Mozambique,,Inequality measures Richest 20% to poorest 20%,9.9
,Mali,,Inequality measures Richest 20% to poorest 20%,7.6
,Niger,,Inequality measures Richest 20% to poorest 20%,20.7
,Guinea-Bissau,,Inequality measures Richest 20% to poorest 20%,10.3
,Burkina Faso,,Inequality measures Richest 20% to poorest 20%,6.9
,Sierra Leone,,Inequality measures Richest 20% to poorest 20%,57.6
,Iceland,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Norway,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,25.8
,Australia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,35.2
,Canada,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,32.6
,Ireland,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,34.3
,Sweden,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,25.0
,Switzerland,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,33.7
,Japan,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,24.9
,Netherlands,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,30.9
,France,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,32.7
,Finland,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,26.9
,United States,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,40.8
,Spain,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,34.7
,Denmark,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,24.7
,Austria,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,29.1
,United Kingdom,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,36.0
,Belgium,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,33.0
,Luxembourg,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,New Zealand,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,36.2
,Italy,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,36.0
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,43.4
,Germany,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,28.3
,Israel,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,39.2
,Greece,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,34.3
,Singapore,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,42.5
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,31.6
,Slovenia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,28.4
,Cyprus,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Portugal,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,38.5
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Barbados,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Czech Republic,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,25.4
,Kuwait,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Malta,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Qatar,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Hungary,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,26.9
,Poland,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,34.5
,Argentina,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,51.3
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Chile,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,54.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,25.8
,Lithuania,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,36.0
,Estonia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,35.8
,Latvia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,37.7
,Uruguay,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,44.9
,Croatia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,29.0
,Costa Rica,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,49.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Seychelles,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Cuba,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Mexico,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,46.1
,Bulgaria,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,29.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Tonga,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Oman,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,38.9
,Romania,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,31.0
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Panama,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,56.1
,Malaysia,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,49.2
,Belarus,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,29.7
,Mauritius,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,26.2
,Russian Federation,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,39.9
,Albania,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,31.1
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,39.0
,Brazil,HIGH HUMAN DEVELOPMENT,Inequality measures Gini index,57.0
,Dominica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,33.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,48.2
,Colombia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,58.6
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,28.1
,Samoa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Thailand,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,42.0
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,51.6
,Belize,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,China,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,46.9
,Grenada,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Armenia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,33.8
,Turkey,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,43.6
,Suriname,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Jordan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,38.8
,Peru,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,52.0
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,53.6
,Philippines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,44.5
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,39.8
,Fiji,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,43.0
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,58.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,40.4
,Guyana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,36.5
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,40.2
,Maldives,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,45.5
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,52.4
,Algeria,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,35.3
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,34.4
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,34.3
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,40.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,43.1
,Moldova,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,33.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,34.4
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,36.8
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,32.8
,Honduras,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,53.8
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,30.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,60.1
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,55.1
,Gabon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,South Africa,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,57.8
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,32.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Botswana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,60.5
,Namibia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,74.3
,Morocco,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,39.5
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,India,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,36.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,34.6
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,41.7
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,40.8
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,30.6
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,39.0
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,63.2
,Congo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,33.4
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,50.4
,Nepal,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,47.2
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,47.5
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,44.6
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,50.9
,Haiti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,59.2
,Sudan,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Kenya,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,42.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,50.1
,Togo,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Yemen,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,33.4
,Uganda,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,45.7
,Gambia,MEDIUM HUMAN DEVELOPMENT,Inequality measures Gini index,50.2
,Senegal,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,41.3
,Eritrea,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Nigeria,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,43.7
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Inequality measures Gini index,34.6
,Guinea,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,38.6
,Rwanda,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,46.8
,Angola,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,..
,Benin,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,36.5
,Malawi,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,39.0
,Zambia,LOW HUMAN DEVELOPMENT,Inequality measures Gini index,50.8
,Côte d'Ivoire,,Inequality measures Gini index,44.6
,Burundi,,Inequality measures Gini index,42.4
,Congo (Democratic Republic of the),,Inequality measures Gini index,..
,Ethiopia,,Inequality measures Gini index,30.0
,Chad,,Inequality measures Gini index,..
,Central African Republic,,Inequality measures Gini index,61.3
,Mozambique,,Inequality measures Gini index,47.3
,Mali,,Inequality measures Gini index,40.1
,Niger,,Inequality measures Gini index,50.5
,Guinea-Bissau,,Inequality measures Gini index,47.0
,Burkina Faso,,Inequality measures Gini index,39.5
,Sierra Leone,,Inequality measures Gini index,62.9
